movie_id,overview
28614,"Детектив нью-йоркской полиции Эдвард Делани (Фрэнк Синатра) расследует жестокое убийство, в то время как его жена Барбара (Фэй Данауэй) в тяжёлом состоянии находится в больнице после неудачной операции на почках. Личные проблемы Эдварда заставляют его с головой окунуться в расследование. Проведя аналогию, опытный полицейский понимает, что имеет дело с серийным убийцей. Он даёт себе слово любой ценой поймать преступника. Заручившись помощью куратора музея, коронера и вдовы одной из жертв, он выходит на бизнесмена по имени Бланк и начинает с ним тонкую психологическую игру, не имея права на ошибку."
3604,"Странные энергетические волны сместили Луну с орбиты, вызвав тотальное солнечное затмение на Земле. Жизнь человечества в опасности. Доктор Зарков уговаривает звезду американского футбола Флэша Гордона и прелестную Дэйл совершить вместе с ним отчаянный прыжок в гиперпространство — на планету Монго, откуда исходят разрушительные энергетические волны. Планетой управляет император Минг Беспощадный и его дочь, злобная красавица Аура. У героев есть только одна возможность спасти Землю — уничтожить Минга, объединив враждующих между собой принцев этой далекой планеты…"
26398,"Конец девятнадцатого века. Группа ученых решает провести испытания новой буровой машины под названием «Iron Mole», способной проникать в глубь земли. Доктор Абнер Перри и его молодой американский коллега Дэвид Инс считают, что под всеми известными слоями почвы могут быть огромные запасы полезных ископаемых. Но там, к своему огромному удивлению, они обнаруживают необычный мир, населенный динозаврами, гигантскими монстрами, летающими чудовищами, огромными птицами, обладающими телепатическими способностями, людьми-рабами."
42218,"Агент по недвижимости Мэрилин приглашает группу инвесторов осмотреть местность на побережье Флориды, предполагаемую для застройки. Но на группу людей нападают гигантские муравьи, ставшие такими, наевшись радиоактивных отходов. Дело в том, что отходы, подлежавшие захоронению в океане, были выброшены на берег и разгерметизировались. Муравьи стали не только большими, но и наделенными телекинетическими способностями... Фильм снят по одноимённому роману Герберта Уэллса."
10649,"В Сан-Франциско свирепствует банда террористов, на счету которых немало дерзких налетов и зверских убийств. Экстремисты обнаглели настолько, что собираются диктовать городу свою волю.  Полиция пребывает в растерянности, власти бездействуют… Грязный Гарри, выяснив куда ведет след, решает навестить боевиков в их собственном логове…"
42566,"После гибели своего напарника полицейский из отдела по борьбе с наркотиками Шон Кейн вынужден уйти в отставку. Но когда убивают тележурналистку Линду, подругу его погибшего товарища, Кейн начинает собственное расследование.  Он выясняет, что убийства имеют прямое отношение к тайным операциям с наркотиками, которые проводят гонконгские триады.  Узнав, что в криминальном бизнесе замешаны и некоторые из его коллег-полицейских, Кейн берет правосудие в свои руки и решает сам, в одиночку, разобраться с преступниками…"
17689,"Мечты детектива Бена Шокли о настоящем, «большом» деле утонули в болоте одиноких лет и омуте «Джека Дэниэлса». Новое задание полицейского — привезти из Лас-Вегаса «обычного свидетеля по обычному делу» — тоже, на первый взгляд, сильно отличается от прекрасного подвига. Но тут наш герой очень ошибался…"
34084,"Бизнесмен Боб Крафт унаследовал семейное кладбище. Однажды он случайно втыкает черную булавку в карту кладбища, которая должна означать занятую могилу, вместо белой, которая символизирует пустую могилу. Что последовало из такой ошибки? А просто те люди, которые забронировали за собой места на кладбище, стали превращаться в мертвецов, то есть погибать в результате разнообразных несчастных случаев. Но вскоре дело принимает еще более непредсказуемый оборот, когда Боб решает исправить ошибку и меняет местами черные и белые булавки. Теперь спокойно лежавшие в своих гробах мертвецы восстают из мертвых..."
15983,"Отставной агент ЦРУ вынужден вернуться в строй после высадки во Флориде советских террористов, грозящей захватом всей страны. Тем более что наконец-то предоставляется возможность уничтожить давнего врага — агента Михаила Ростова. Но и советский шпион тоже хочет поквитаться со своим старым знакомым."
14854,"«Крутого» рейнджера Маккуэйда бандиты ненавидят за беспощадность, а шеф полиции за его стиль работы — «волка-одиночки». И, в конце концов, навязывает ему нового напарника — молодого мексиканца. Им противостоит банда контрабандистов оружием во главе неким Роули — чемпионом по карате. В довершение всего, Маккуэйд влюбляется в женщину Роули Лолу. Бандиты похищают дочь рейнджера..."
10847,"Вторая экранизация знаменитого романа Уильяма Голдинга. Юные курсанты военной школы чудом спасаются после катастрофы перевозившего их самолета. Поняв, что взрослых на острове нет, они начинают жить по своим собственным законам и формируют своё общество. Помощи ждать неоткуда и надо осваиваться в необычных условиях. Кто-то хочет во всем походить на взрослых. А кому-то милей мальчишеские игры и забавы в самом жестоком и кровавом варианте... Постепенно, сами того не понимая, подростки деградируют и превращаются в обыкновенных дикарей..."
33525,"Из-за глупости одного из членов экипажа, который играл с пультом управления корабля, космический корабль инопланетян терпит крушение на Земле. Сначала инопланетяне становятся объектом интереса армии и секретных служб, однако вскоре выясняется, что их умственный уровень крайне низок, и никакой полезной информации узнать от них невозможно. После этого инопланетяне становятся поп-звёздами — они выступают с концертами, снимаются в рекламе и т. п."
27591,"Отправившись в ледяные антарктические пустоши на поиски пропавшего друга, майор МакБрайд со своими людьми оказывается в доисторическом мире, где экспедиция попадает в руки членов жестокого древнего культа."
299,"Когда-то бравые солдаты 82-ой воздушно-десантной дивизии, а теперь обыкновенные, уже не молодые, да и не очень удачливые мужчины заняты поиском себя в этой жизни и конечно добычей денег. Поэтому у каждого из них нашлись те или иные причины, по которым они согласились участвовать в одной опасной авантюре. Ее вместе с известным аферистом разработал их однополчанин сержант Джон Оушен. Он собрал 11 бывших десантников своего отделения и предложил им ограбить несколько казино в Лас-Вегасе…"
31945,"Хроника жизни разбойника Сальваторе Джулиано, прозванного в народе «сицилийским Робин Гудом». Сальваторе грабил богатых землевладельцев и раздавал деньги бедным крестьянам. Он мечтал добиться независимости Сицилии и сделать ее американским штатом. Популярность Сальваторе на острове стремительно росла. Решив избавиться от опасного смутьяна, итальянские власти объявили ему настоящую войну, в которой объединили усилия мафия, церковь и государство…"
42160,"Скрываясь от полиции, Кеймерон попадает на съемочную площадку фильма о Первой мировой войне. Жестокому режиссеру Кроссу нужен человек, который заменил бы погибшего каскадера. Кеймерон получает укрытие, но он должен заменить каскадера.  Прошедший ужасы вьетнамской войны, Кеймерон в роли американского летчика демонстрирует фантастическое мужество."
10650,"Четвертый фильм о полицейском Гарри Каллахэне по кличке «Грязный». Такое необычное прозвище он получил не случайно: Гарри не гнушается никакими методами, борясь с преступным миром. Убийство для него — норма. Местный шеф полиции пытается охладить свирепого подчиненного, но Гарри не собирается менять свои стиль. Власти Сан-Франциско обескуражены подобным поведением Калахэна и, от греха подальше, отправляют сыщика расследовать дело в Сан-Пауло.  В приморском городке Гарри выходит на след серийного убийцы Дженнифер Спенсер. Она убивает мужчин, когда-то принявших участие в зверском изнасиловании ее самой и ее младшей сестры. Джен убивает изощренно — она хочет, чтобы перед смертью ее жертвы помучились, поэтому сначала стреляет в пах. Гарри прибывает на место, но его не ждет теплый прием со стороны полицейских Сан-Пауло. Наслышанные о жестоких методах Калахэна, они только и ждут, чтобы Гарри покинул их городок…"
8007,"Молодой лейтенант ВВС США Крис Бернетт, один из лучших военно-морских летчиков, по жизни мечтает о том, чтобы ему выпал шанс поучаствовать в настоящих боевых действиях вместо того, чтобы наблюдать за тренировками своих коллег. Однако его командир, адмирал Рейгарт считает, что Крис еще не готов… Да и боевых действий-то особо как-то не предвидится.  Но вот, во время одной из разведывательных миссий, Бернетт фотографирует то, что не было предназначено для чужих глаз и его самолет сбивают. Летчик оказывается в тылу врага, который хочет уничтожить шпиона. Время идет, и адмирал Рейгарт, рискуя своей карьерой, решает нарушить все правила и организовать спасательную операцию, чтобы вернуть своего ученика…"
19076,"В конце XVIII века во Франции, во времена царствования Марии Антуанетты случилась одна скандальная история, в которой оказалась замешана королевская семья. Восхитительная Жанна де ла Мотт-Валуа чьи родители за несколько лет до этого были лишены всего, разработала хитроумный и опасный план, в центре которого великолепное ожерелье с 647 бриллиантами, сделанное когда-то для любовницы короля…"
81442,"Бывший когда-то широко известным режиссер фильмов категории Б жаждет возвращения и берется за экранизацию биографии серийного убийцы, причем решает сделать его мюзиклом."
50562,"Документальная лента в подробностях рассказывает нам историю обыкновенного еврейского паренька из Квинса, который всю жизнь мечтал быть актёром и сниматься в обыкновенных, мэйнстримовских картинах. Однако, мечты так и остались мечтами. Снявшись когда-то в молодости (исключительно ради денег) в нескольких порнографических фильмах, Рон так втянулся в это дело, что оно стало главным занятием всей его жизни. Отныне дорога в большое, высокохудожественное кино была мистеру Джереми заказана. В Америке не любят снимать порно звёзд в “нормальном” кино."
13503,"Банда Кинга Фишера бесчинствует в Техасе, убивая людей десятками. Желая остановить кровавый беспредел, капитан Макнэлли и его ближайший помощник — сержант Армстронг создают отряд рейнджеров и объявляют Фишера вне закона. Их вооруженная до зубов, но малочисленная группа, должна суметь достать того, кто пролил столько крови на их земле!"
161,"После выхода из тюрьмы вора Дэнни Оушена не проходит и 24 часов, а он уже планирует организовать самое сложное ограбление казино в истории. Он хочет украсть 160 млн американских долларов из трёх самых преуспевающих казино Лас-Вегаса. Все эти казино принадлежат элегантному и в то же время жестокому дельцу Терри Бенедикту, который только и мечтает о том, как встретится с бывшей женой Дэнни Оушена - Тесс. Всего за одну ночь Дэнни подбирает команду из одиннадцати «специалистов», способных совершить эту дерзкую кражу. В команде Оушена оказываются первоклассный карточный шулер, молодой искусный вор-карманник и гениальный разрушитель. Чтобы совершить этот безумный и сложный грабёж, Оушену придётся рисковать своей жизнью."
31682,"Скотт Кэри попадает под брызги инсектицида, которые вкупе с воздействием радиации заставляют его организм уменьшаться. Лекарства, которые прописывают врачи, не работают, и Скотт начинает бояться, что со временем исчезнет — превратится в ничто. Он отдаляется от жены и дочери. Скотт становится всё меньше, пока не становится ростом с карлика, затем начинает жить в кукольном доме. Для невероятно уменьшившегося человека смертельными опасностями оказываются кошка, потоки воды из неисправного котла, живущий в подвале дома паук."
8342,"Взвод боснийских солдат заблудился в ночном тумане и к утру, к ужасу своему, обнаружил, что оказался прямо перед сербской передовой, под огнем противника.  После завязавшегося скорого, но жестокого боя, в траншее на нейтральной полосе оказались три раненых — серб и два боснийца. Один из боснийцев лежит на мине: если попытаться снять его с этой адской машины — она сработает.  Что делать заклятым врагам, оказавшимся в такой абсурдной и жуткой ситуации?"
55479,"В 1974 году, заключенный пуэрто-риканец по имени Мигель Пинеро штурмом взял Нью-Йорк своей противоерчивой пьесой о жизни в тюрьме. Его пьеса ""Близорукие глаза""выиграла ""Оби"" и Награду Нью-Йоркских критиков, а позже стала фильмом. Пинеро был алкоголиком, наркоманом и основателем Пуэриканского Поэтического кафе. Его имя Мигель Пинеро. Его дом - трущобы Нью Йорка. Здесь он вырос, здесь и растворился в пороке. Но талант поэта дает ему шанс. Шанс порвать с безумной жизнью. Эта жизнь - его страсть, а риск - стихия. Он подсел на наркотики и влюблен в проститутку. Даже найдя легальный способ заработка, публикуя стихи и снимаясь в кино, Пинеро не бросал старые знакомства и прежний образ жизни."
4886,"Десять незнакомых друг с другом людей приглашены таинственным человеком в его замок, находящийся на небольшом острове в океане. Гости размещаются в замке в ожидании появления хозяина. Но вместо этого за ужином они слышат запись голоса незнакомого человека, который обвиняет каждого прибывшего в тех или иных черных делишках, начиная с неуплаты налогов и заканчивая убийством. Голос говорит, что каждого из оказавшихся здесь ждет неминуемая кара за совершенные им преступление. Этим же вечером один из гостей погибает, отравившись подсыпанным в его бокал цианистым калием. И вот встревоженные гости понимают, что предупреждение незнакомца было не шуткой. Но покинуть остров им оказывается не под силу. Им ничего не остается, как попытаться остаться в живых или вычислить убийцу, которым несомненно является кто-то из них самих…"
228,"Профессор Иммануил Рат застает своих учеников за разглядыванием откровенных фото артистки кабаре Лолы Лолы. Он решает посетить заведение «Голубой Ангел», чтобы застать их на месте. Профессор видит выступление Лолы Лолы, которое не оставляет его равнодушным…"
23111,"По иронии судьбы, играющий на саксофоне в оркестре советского цирка музыкант Владимир Иванов получил шанс, который, по совести, должен был выпасть его другу, клоуну Анатолию. Тот ненавидел советскую власть и страстно мечтал сбежать на Запад.  Но вышло так, что во время гастролей московского цирка по Америке известного смутьяна Анатолия все время «пасли» агенты КГБ, а Владимир остался без «опеки». И наступает момент, когда робкий и тихий музыкант должен принять решение: остаться верным идеалом социализма - или сделать решительный шаг навстречу новой жизни, большой любви и, конечно же, желанной свободе."
42597,"Соседей, как и родителей, не выбирают. Печальный факт для интеллектуала и моралиста Феликса, который с ужасом обнаруживает, что живет бок о бок с — какой ужас! — женщиной легкого поведения по имени Дорис. В свою очередь, остроумная нахалка Дорис совсем не в восторге от чопорного, невыносимо «правильного» зануды-соседа и не упускает случая отпустить шпильку-другую в адрес Феликса. Перепалки героев — главное развлечение всей улицы, с интересом ждущей, когда же они оба придушат друг дружку. Однако, у Судьбы-насмешницы свои планы насчет этих двоих. Просто со временем Феликс и Дорис начинают понимать: их бурные отношения — это то, без чего они уже и не мыслят своей жизни!"
194,"Как полет крошечной мухи может вызвать где-то далеко мощный ураган, так и странные и, на первый взгляд, непонятные поступки тихой одинокой девушки, живущей в мире своих фантазий, могут навсегда изменить жизнь совершенно разных людей, подарив им счастье и раскрасив окружающий мир яркими красками. Эту девушку зовут Амели Пулен."
11397,"Популярный в школе парень и звезда футбольной команды Джейк Уилер, ослепленный собственной славой и успехом, заключает пари со своими друзьями.  Уилер делает ставку на то, что может сделать из любой девушки, посещающей их школу королеву школьного бала. Друзья сразу же выбирают предмет своей шутки — внешне малопривлекательную начинающую художницу Джэни Бриггс, чей комбинезон всегда в краске, которая носит очки и собирает свои волосы в «хвост». Джэни является изгоем в своем классе, однако пройдя через ряд событий, Уиллер понимает, что он любит этого «гадкого утенка»…"
1903,"У богатого плэйбоя Дэвида было все: деньги, свой собственный издательский дом, дорогая машина и квартира в респектабельном районе Нью-Йорка, друг-писатель и подружка Джулианна, даже враги, в лице семи управляющих его компанией, тоже были. Так он и жил без оглядки, пока в один прекрасный момент не встретил Софию."
11889,"Одна из величайших писательниц XX века, остроумный мыслитель и проницательный философ Айрис Мёрдок оставила яркий след в современной литературе и заслужила восторженные отклики маститых литераторов и рядовых читателей. Однако самую правдивую летопись творчества и бытия Айрис Мёрдок составил ее муж, профессор Джон Бэйли, описав в своих книгах более 40 лет их супружеской жизни, начиная со знакомства с юной оксфордской преподавательницей Айрис и заканчивая мучительной борьбой кавалерственной дамы Айрис с жестокой болезнью Альцгеймера, лишившей одаренную романистку возможности творить и жить."
28171,"История женщины, отправляющейся на поиски своей сестры, которая грозит покончить с собой. Героине предстоит путешествие через весь Афганистан в Кандагар.  По дороге с ней происходит масса захватывающих событий, дающих представление о том, как выглядит и дышит самая горячая точка планеты XXI века."
9523,"Измученная горем после убийства дочери, Валери Сомерс подозревает, что муж Джон изменяет ей. Когда Валери исчезает, следователь Леон Зат пытается раскрыть тайну ее исчезновения. Обнаруживается запутанная сеть любви, секса и обмана – которая собирает вместе четыре связанные родством пары, партнеры в которых полны подозрения и недоверия по поводу участия остальных в этом деле. С бесчисленными запутанными романами, ""Лантана"" искусно представляет атмосферу сомнений и обманов, и показывает их пагубное влияние на людей и их отношения."
9428,"Все члены семьи Тененбаум обладают уникальными способностями. Например, Чес уже в 10-летнем возрасте добился больших успехов в финансовой сфере, Ричи является одаренным теннисистом, Марго стала в 10 лет известным драматургом. Дети выросли и выпорхнули из родительского гнезда, но семья решила воссоединиться, когда выяснилось, что отец семейства Роял Тененбаум страдает неизлечимой болезнью, и жить ему осталось чуть больше шести недель. За это время Роял постарается наверстать упущенное и уделить своим детям внимание, которым они были обделены в детстве."
1649,"Два сокрушительных рок-болвана Билл и Тед триумфально возвращаются на экран. Когда злостный Де Номолос посылает двух нехороших роботов, чтобы убить наших героев-переростков, угроза нависает над Вселенной. Однако мистер Смерть оказывается еще тупее болванов из Калифорнии."
11938,"У директора школы мистера Стимпсона есть один «пунктик». Всю свою жизнь и жизнь своих сотрудников и учеников он сверяет строго по часам. Но когда близится час его славы, отлаженный механизм дает сбой. Отправившись на престижную учительскую конференцию на другой конец страны, Стимпсон умудряется перепутать поезда. И теперь, чтобы успеть вовремя и произнести самую важную речь в своей жизни, он вынужден принять участие в безумном марафоне по пересеченной местности через всю Англию. К концу дня Стимпсон, преследуемый полицией, женой, соседями и коллегами по работе, будет объявлен в розыск за угон автомобиля, кражу, похищение и вандализм..."
35201,"Сын высокопоставленного нациста в наше время оказывается распорядителем многомиллионного фонда. Деньги оставлены ему отцом, который под конец жизни раскаялся в своих грехах и настоял на том, чтобы сын с несколькими товарищами направил миллионы на благие дела. Но совершенно ясно, что у этого начинания оказалось много врагов. Главный герой оказывается в ловушке."
42724,"Жена Моргана Дейта, Леони, не готова больше выносить эксцентричные выходки мужа и подает на развод. Их развели, но разве может этот, с точки зрения Моргана, незначительный факт помешать ему любить жену и всячески препятствовать ее новому браку? Воспитанный родителями в духе революционных традиций марксизма, он решительно вступает в бой за свою дорогую Леони, круглые сутки отравляя ее жизнь оголтелой маоистской пропагандой. Вот только чем закончится эта борьба, Морган не догадывается."
24264,"Шина — белокурая привлекательная воительница. Её родители трагически погибли, а девочку взяла на воспитание местная колдунья. Шина владеет магией общения с силами природы, она повелевает животным миром. Когда местам, где она выросла, угрожает экспансия цивилизации, Шина вступает в жестокую схватку с агрессорами. И у неё находится помощник из внешнего мира, покорённый красотой королевы джунглей."
27150,"Непобедимый шериф, один стоящий армии полицейских. Убийца — психопат, превращенный в зомби в медицинской лаборатории. В маленьком техасском городке их пути пересекаются.  Но на роковом перекрестке служителю закона не поможет полицейский значок. Чтобы остановить зверя в человеческом облике, ему понадобится нечеловеческая сила…"
26978,"Отдаленное будущее. Пассажирский космолайнер терпит крушение. Погибают все, кроме трех девушек, которые за минуту до взрыва успевают покинуть обреченный корабль на спасательном челноке. Следуя заложенной в него программе, челнок самостоятельно подыскивает планету для высадки. Этой планетой становится Терра-11, атмосфера которой схожа с земной. Из сводки новостей космический охотник Вулф узнает о крушении корабля и о высадке выживших пассажирок.  В результате анализа запрошенной информации оказывается, что в течение долгих лет её население было охвачено чумой. Медицинская экспедиция, отправленная на планету, не смогла справиться с разбушевавшейся болезнью и Терре-11 был присвоен статус запретной зоны. Вулф сомневается, стоит ли рисковать головой и лететь на зачумленную планету, но за спасение девушек назначено огромное вознаграждение…"
19209,"Классический пример «пубертатной драмы», связанной с мироощущением, психологией, поведением подростков. О событиях своего детства рассказывает повзрослевший Элан. Зритель переносится вместе с ним в дни, когда Элан и три других, более старших подростка под руководством молодого инструктора Вика отправились в поход. Лес, горы, бурная река, мост над пропастью… Романтика! Но одна ли романтика?"
8386,"Вопрос: примут ли в престижный Гарвардский университет двух невыносимо тупых, потрясающе грубых и абсолютно «отмороженных» «торчков»-наркоманов, буквально не выпускающих «косяк» из рук?Ответ: примут и с большим удовольствием! Более того, после поступления наши чудесные герои сразу сумеют «подсадить» на траву не только всех учащихся, но и профессорско-преподавательский состав! Старый Гарвард доживает свои последние спокойные дни…"
12589,"Пришельцы решили совершить массированный налет на мирный и благополучный Ретровилль! В то время, как Джимми развлекался в луна-парке со своими друзьями, инопланетяне обрушились с небес, похитив при этом родителей всех детишек!  Жизнь без строгих пап и мам, поначалу казавшаяся раем, стала совершенно невыносимой и тоскливой. Отважный Джимми Нейтрон решает спасти любимых родителей из инопланетного плена! Вместе со своей верной собакой-киборгом мальчик-гений создает эскадру космических кораблей, на которой он, вместе с осиротевшими ребятишками Ретровилля, отправится в межгалактический поход освобождать родителей!"
12312,"Джо — отец-одиночка, неуверенный в себе, неспособный постоять за себя, неспособный добиться повышения по службе. Но он решает изменить свою жизнь после того, как один из его коллег унижает его на глазах у дочери. Первый шаг на пути к успеху — заняться боевыми искусствами. Затем — смена имиджа. Жизнь постепенно изменяется в лучшую сторону. Джо добивается повышения на работе, однако родные ему люди, дочь и любимая женщина, остаются равнодушными к подобным переменам, они предпочитают Джо старого новому."
11232,"Сквозь прореху во времени Лео, герцог Олбанский, попадает в будущее, а точнее — в современный Нью-Йорк. Обаятельный джентльмен XIX столетия неожиданно оказывается в стремительном мире, где успешно завоевывает высоты деловая женщина — Кейт Маккей.Невероятное случилось, и они встретились! Теперь Лео нельзя оставлять без присмотра ни на минуту! Во всяком случае, до тех пор, пока он не сможет вернуться обратно…"
120,"Сказания о Средиземье - это хроника Великой войны за Кольцо, длившейся не одну тысячу лет. Тот, кто владел Кольцом, получал неограниченную власть, но был обязан служить злу.  Тихая деревня, где живут хоббиты. Придя на 111-й день рождения к своему старому другу Бильбо Бэггинсу, волшебник Гэндальф начинает вести разговор о кольце, которое Бильбо нашел много лет назад. Это кольцо принадлежало когда-то темному властителю Средиземья Саурону, и оно дает большую власть своему обладателю. Теперь Саурон хочет вернуть себе власть над Средиземьем. Бильбо отдает Кольцо племяннику Фродо, чтобы тот отнёс его к Роковой Горе и уничтожил."
